stat,value,year
KDFwolfFa,5.4,173
008rabbitNum,431.0,173
008rabbitEn,48.4,173
008rabbitRe,56.4,173
008rabbitFa,7.5,173
KDFrabbitNum,16.0,173
KDFrabbitEn,189.0,173
KDFrabbitRe,351.3,173
KDFrabbitFa,6.5,173
008wolfNum,146.0,173
008wolfEn,701.5,173
008wolfRe,1046.8,173
008wolfFa,5.5,173
2UDrabbitNum,321.0,173
2UDrabbitEn,58.2,173
2UDrabbitRe,68.9,173
2UDrabbitFa,6.3,173
2UDwolfNum,54.0,173
2UDwolfEn,1607.7,173
2UDwolfRe,2252.4,173
2UDwolfFa,5.4,173
grassNum,3533.0,174
grassEn,202.6,174
grassRe,127.4,174
grassFa,4.9,174
KDFwolfNum,86.0,174
KDFwolfEn,206.5,174
KDFwolfRe,546.1,174
KDFwolfFa,5.4,174
008rabbitNum,426.0,174
008rabbitEn,48.9,174
008rabbitRe,56.5,174
008rabbitFa,7.5,174
KDFrabbitNum,14.0,174
KDFrabbitEn,215.9,174
KDFrabbitRe,351.1,174
KDFrabbitFa,6.4,174
008wolfNum,150.0,174
008wolfEn,694.9,174
008wolfRe,1046.9,174
008wolfFa,5.5,174
2UDrabbitNum,304.0,174
2UDrabbitEn,56.6,174
2UDrabbitRe,68.7,174
2UDrabbitFa,6.5,174
2UDwolfNum,55.0,174
2UDwolfEn,1601.5,174
2UDwolfRe,2252.3,174
2UDwolfFa,5.4,174
grassNum,3530.0,175
grassEn,204.1,175
grassRe,127.5,175
grassFa,4.9,175
KDFwolfNum,86.0,175
KDFwolfEn,202.0,175
KDFwolfRe,546.1,175
KDFwolfFa,5.4,175
008rabbitNum,418.0,175
008rabbitEn,45.5,175
008rabbitRe,56.5,175
008rabbitFa,7.6,175
KDFrabbitNum,12.0,175
KDFrabbitEn,257.3,175
KDFrabbitRe,352.7,175
KDFrabbitFa,6.6,175
008wolfNum,151.0,175
008wolfEn,696.5,175
008wolfRe,1046.8,175
008wolfFa,5.5,175
2UDrabbitNum,278.0,175
2UDrabbitEn,59.8,175
2UDrabbitRe,68.8,175
2UDrabbitFa,6.5,175
2UDwolfNum,57.0,175
2UDwolfEn,1582.8,175
2UDwolfRe,2252.3,175
2UDwolfFa,5.4,175
grassNum,3559.0,176
grassEn,205.0,176
grassRe,127.6,176
grassFa,4.9,176
KDFwolfNum,84.0,176
KDFwolfEn,202.0,176
KDFwolfRe,546.0,176
KDFwolfFa,5.4,176
008rabbitNum,394.0,176
008rabbitEn,41.7,176
008rabbitRe,56.4,176
008rabbitFa,7.7,176
KDFrabbitNum,11.0,176
KDFrabbitEn,299.0,176
KDFrabbitRe,352.9,176
KDFrabbitFa,6.2,176
008wolfNum,152.0,176
008wolfEn,695.1,176
008wolfRe,1046.8,176
008wolfFa,5.5,176
2UDrabbitNum,270.0,176
2UDrabbitEn,54.4,176
2UDrabbitRe,68.8,176
2UDrabbitFa,6.7,176
2UDwolfNum,58.0,176
2UDwolfEn,1573.9,176
2UDwolfRe,2252.3,176
2UDwolfFa,5.4,176
grassNum,3599.0,177
grassEn,205.0,177
grassRe,127.7,177
grassFa,4.9,177
KDFwolfNum,84.0,177
KDFwolfEn,197.3,177
KDFwolfRe,546.0,177
KDFwolfFa,5.4,177
008rabbitNum,358.0,177
008rabbitEn,39.5,177
008rabbitRe,56.3,177
008rabbitFa,7.7,177
KDFrabbitNum,10.0,177
KDFrabbitEn,346.0,177
KDFrabbitRe,352.6,177
KDFrabbitFa,6.3,177
008wolfNum,156.0,177
008wolfEn,692.5,177
008wolfRe,1046.9,177
008wolfFa,5.5,177
2UDrabbitNum,259.0,177
2UDrabbitEn,51.3,177
2UDrabbitRe,68.9,177
2UDrabbitFa,6.6,177
2UDwolfNum,58.0,177
2UDwolfEn,1577.8,177
2UDwolfRe,2252.3,177
2UDwolfFa,5.4,177
grassNum,3618.0,178
grassEn,206.2,178
grassRe,127.7,178
grassFa,4.9,178
KDFwolfNum,82.0,178
KDFwolfEn,197.4,178
KDFwolfRe,546.1,178
KDFwolfFa,5.4,178
008rabbitNum,333.0,178
008rabbitEn,40.2,178
008rabbitRe,56.4,178
008rabbitFa,7.8,178
KDFrabbitNum,11.0,178
KDFrabbitEn,323.2,178
KDFrabbitRe,352.4,178
KDFrabbitFa,6.6,178
008wolfNum,157.0,178
008wolfEn,691.8,178
008wolfRe,1046.8,178
008wolfFa,5.5,178
2UDrabbitNum,234.0,178
2UDrabbitEn,53.1,178
2UDrabbitRe,69.0,178
2UDrabbitFa,6.6,178
2UDwolfNum,58.0,178
2UDwolfEn,1582.3,178
2UDwolfRe,2252.3,178
2UDwolfFa,5.4,178
grassNum,3639.0,179
grassEn,207.4,179
grassRe,127.8,179
grassFa,4.9,179
KDFwolfNum,82.0,179
KDFwolfEn,192.8,179
KDFwolfRe,546.1,179
KDFwolfFa,5.4,179
008rabbitNum,298.0,179
008rabbitEn,41.4,179
008rabbitRe,56.2,179
008rabbitFa,7.8,179
KDFrabbitNum,11.0,179
KDFrabbitEn,340.9,179
KDFrabbitRe,352.4,179
KDFrabbitFa,6.6,179
008wolfNum,157.0,179
008wolfEn,693.6,179
008wolfRe,1046.8,179
008wolfFa,5.5,179
2UDrabbitNum,228.0,179
2UDrabbitEn,53.1,179
2UDrabbitRe,69.0,179
2UDrabbitFa,6.6,179
2UDwolfNum,59.0,179
2UDwolfEn,1570.9,179
2UDwolfRe,2252.3,179
2UDwolfFa,5.4,179
grassNum,3674.0,180
grassEn,208.3,180
grassRe,127.8,180
grassFa,4.9,180
KDFwolfNum,80.0,180
KDFwolfEn,192.4,180
KDFwolfRe,546.2,180
KDFwolfFa,5.4,180
008rabbitNum,279.0,180
008rabbitEn,41.6,180
008rabbitRe,56.6,180
008rabbitFa,7.8,180
KDFrabbitNum,12.0,180
KDFrabbitEn,316.6,180
KDFrabbitRe,350.8,180
KDFrabbitFa,6.5,180
008wolfNum,157.0,180
008wolfEn,692.0,180
008wolfRe,1046.8,180
008wolfFa,5.5,180
2UDrabbitNum,228.0,180
2UDrabbitEn,49.9,180
2UDrabbitRe,69.4,180
2UDrabbitFa,6.6,180
2UDwolfNum,59.0,180
2UDwolfEn,1572.0,180
2UDwolfRe,2252.3,180
2UDwolfFa,5.4,180
grassNum,3713.0,181
grassEn,208.6,181
grassRe,127.8,181
grassFa,4.9,181
KDFwolfNum,77.0,181
KDFwolfEn,195.8,181
KDFwolfRe,546.2,181
KDFwolfFa,5.4,181
008rabbitNum,258.0,181
008rabbitEn,42.5,181
008rabbitRe,56.7,181
008rabbitFa,7.8,181
KDFrabbitNum,13.0,181
KDFrabbitEn,285.5,181
KDFrabbitRe,350.9,181
KDFrabbitFa,6.8,181
008wolfNum,160.0,181
008wolfEn,685.2,181
008wolfRe,1046.8,181
008wolfFa,5.5,181
2UDrabbitNum,217.0,181
2UDrabbitEn,52.5,181
2UDrabbitRe,69.4,181
2UDrabbitFa,6.4,181
2UDwolfNum,59.0,181
2UDwolfEn,1573.2,181
2UDwolfRe,2252.3,181
2UDwolfFa,5.4,181
grassNum,3765.0,182
grassEn,208.5,182
grassRe,127.9,182
grassFa,5.0,182
KDFwolfNum,75.0,182
KDFwolfEn,198.2,182
KDFwolfRe,546.2,182
KDFwolfFa,5.4,182
008rabbitNum,237.0,182
008rabbitEn,42.5,182
008rabbitRe,56.7,182
008rabbitFa,7.8,182
KDFrabbitNum,11.0,182
KDFrabbitEn,352.8,182
KDFrabbitRe,352.4,182
KDFrabbitFa,6.6,182
008wolfNum,162.0,182
008wolfEn,681.6,182
008wolfRe,1046.8,182
008wolfFa,5.5,182
2UDrabbitNum,229.0,182
2UDrabbitEn,49.4,182
2UDrabbitRe,69.3,182
2UDrabbitFa,6.5,182
2UDwolfNum,60.0,182
2UDwolfEn,1561.1,182
2UDwolfRe,2252.3,182
2UDwolfFa,5.4,182
grassNum,3811.0,183
grassEn,208.7,183
grassRe,128.0,183
grassFa,5.0,183
KDFwolfNum,75.0,183
KDFwolfEn,200.1,183
KDFwolfRe,546.2,183
KDFwolfFa,5.4,183
008rabbitNum,191.0,183
008rabbitEn,44.0,183
008rabbitRe,56.6,183
008rabbitFa,7.8,183
KDFrabbitNum,10.0,183
KDFrabbitEn,383.7,183
KDFrabbitRe,352.7,183
KDFrabbitFa,6.3,183
008wolfNum,162.0,183
008wolfEn,682.7,183
008wolfRe,1046.8,183
008wolfFa,5.5,183
2UDrabbitNum,215.0,183
2UDrabbitEn,50.3,183
2UDrabbitRe,69.1,183
2UDrabbitFa,6.6,183
2UDwolfNum,61.0,183
2UDwolfEn,1555.5,183
2UDwolfRe,2252.2,183
2UDwolfFa,5.4,183
grassNum,3838.0,184
grassEn,209.4,184
grassRe,127.9,184
grassFa,5.0,184
KDFwolfNum,76.0,184
KDFwolfEn,192.2,184
KDFwolfRe,546.2,184
KDFwolfFa,5.4,184
008rabbitNum,155.0,184
008rabbitEn,50.2,184
008rabbitRe,56.7,184
008rabbitFa,7.7,184
KDFrabbitNum,10.0,184
KDFrabbitEn,408.0,184
KDFrabbitRe,352.7,184
KDFrabbitFa,6.3,184
008wolfNum,166.0,184
008wolfEn,676.2,184
008wolfRe,1046.9,184
008wolfFa,5.5,184
2UDrabbitNum,207.0,184
2UDrabbitEn,57.0,184
2UDrabbitRe,69.3,184
2UDrabbitFa,6.6,184
2UDwolfNum,62.0,184
2UDwolfEn,1548.8,184
2UDwolfRe,2252.3,184
2UDwolfFa,5.4,184
grassNum,3868.0,185
grassEn,210.1,185
grassRe,128.0,185
grassFa,5.0,185
KDFwolfNum,77.0,185
KDFwolfEn,189.0,185
KDFwolfRe,546.2,185
KDFwolfFa,5.4,185
008rabbitNum,124.0,185
008rabbitEn,54.5,185
008rabbitRe,56.9,185
008rabbitFa,7.7,185
KDFrabbitNum,10.0,185
KDFrabbitEn,432.8,185
KDFrabbitRe,352.7,185
KDFrabbitFa,6.3,185
008wolfNum,167.0,185
008wolfEn,673.6,185
008wolfRe,1046.9,185
008wolfFa,5.5,185
2UDrabbitNum,201.0,185
2UDrabbitEn,64.8,185
2UDrabbitRe,69.4,185
2UDrabbitFa,6.9,185
2UDwolfNum,62.0,185
2UDwolfEn,1548.6,185
2UDwolfRe,2252.3,185
2UDwolfFa,5.4,185
grassNum,3909.0,186
grassEn,210.1,186
grassRe,127.9,186
grassFa,5.0,186
KDFwolfNum,78.0,186
KDFwolfEn,184.0,186
KDFwolfRe,546.1,186
KDFwolfFa,5.4,186
008rabbitNum,95.0,186
008rabbitEn,49.9,186
008rabbitRe,57.0,186
008rabbitFa,7.9,186
KDFrabbitNum,11.0,186
KDFrabbitEn,405.2,186
KDFrabbitRe,351.0,186
KDFrabbitFa,6.2,186
008wolfNum,168.0,186
008wolfEn,674.2,186
008wolfRe,1046.9,186
008wolfFa,5.5,186
2UDrabbitNum,211.0,186
2UDrabbitEn,65.3,186
2UDrabbitRe,69.4,186
2UDrabbitFa,7.2,186
2UDwolfNum,62.0,186
2UDwolfEn,1554.0,186
2UDwolfRe,2252.3,186
2UDwolfFa,5.4,186
grassNum,3915.0,187
grassEn,211.3,187
grassRe,127.8,187
grassFa,5.1,187
KDFwolfNum,76.0,187
KDFwolfEn,192.0,187
KDFwolfRe,546.2,187
KDFwolfFa,5.4,187
008rabbitNum,68.0,187
008rabbitEn,46.2,187
008rabbitRe,57.4,187
008rabbitFa,7.7,187
KDFrabbitNum,12.0,187
KDFrabbitEn,369.0,187
KDFrabbitRe,351.1,187
KDFrabbitFa,6.5,187
008wolfNum,170.0,187
008wolfEn,672.3,187
008wolfRe,1046.9,187
008wolfFa,5.5,187
2UDrabbitNum,223.0,187
2UDrabbitEn,65.4,187
2UDrabbitRe,69.3,187
2UDrabbitFa,7.6,187
2UDwolfNum,63.0,187
2UDwolfEn,1548.1,187
2UDwolfRe,2252.3,187
2UDwolfFa,5.4,187
grassNum,3930.0,188
grassEn,211.9,188
grassRe,127.8,188
grassFa,5.1,188
KDFwolfNum,75.0,188
KDFwolfEn,194.4,188
KDFwolfRe,546.1,188
KDFwolfFa,5.4,188
008rabbitNum,58.0,188
008rabbitEn,63.5,188
008rabbitRe,57.9,188
008rabbitFa,7.7,188
KDFrabbitNum,12.0,188
KDFrabbitEn,363.8,188
KDFrabbitRe,353.0,188
KDFrabbitFa,6.4,188
008wolfNum,170.0,188
008wolfEn,670.4,188
008wolfRe,1046.9,188
008wolfFa,5.5,188
2UDrabbitNum,235.0,188
2UDrabbitEn,67.6,188
2UDrabbitRe,69.2,188
2UDrabbitFa,8.0,188
2UDwolfNum,64.0,188
2UDwolfEn,1541.3,188
2UDwolfRe,2252.3,188
2UDwolfFa,5.4,188
grassNum,3967.0,189
grassEn,211.5,189
grassRe,127.7,189
grassFa,5.1,189
KDFwolfNum,74.0,189
KDFwolfEn,199.7,189
KDFwolfRe,546.1,189
KDFwolfFa,5.3,189
008rabbitNum,55.0,189
008rabbitEn,63.6,189
008rabbitRe,57.6,189
008rabbitFa,7.7,189
KDFrabbitNum,13.0,189
KDFrabbitEn,326.7,189
KDFrabbitRe,352.8,189
KDFrabbitFa,6.6,189
008wolfNum,170.0,189
008wolfEn,670.7,189
008wolfRe,1046.9,189
008wolfFa,5.5,189
2UDrabbitNum,231.0,189
2UDrabbitEn,71.8,189
2UDrabbitRe,69.3,189
2UDrabbitFa,8.0,189
2UDwolfNum,64.0,189
2UDwolfEn,1544.7,189
2UDwolfRe,2252.3,189
2UDwolfFa,5.4,189
grassNum,3991.0,190
grassEn,211.7,190
grassRe,127.7,190
grassFa,5.1,190
KDFwolfNum,73.0,190
KDFwolfEn,207.0,190
KDFwolfRe,546.1,190
KDFwolfFa,5.3,190
008rabbitNum,49.0,190
008rabbitEn,77.0,190
008rabbitRe,57.7,190
008rabbitFa,7.7,190
KDFrabbitNum,13.0,190
KDFrabbitEn,336.1,190
KDFrabbitRe,352.8,190
KDFrabbitFa,6.6,190
008wolfNum,171.0,190
008wolfEn,667.2,190
008wolfRe,1046.9,190
008wolfFa,5.5,190
2UDrabbitNum,254.0,190
2UDrabbitEn,67.5,190
2UDrabbitRe,69.2,190
2UDrabbitFa,8.3,190
2UDwolfNum,64.0,190
2UDwolfEn,1547.3,190
2UDwolfRe,2252.3,190
2UDwolfFa,5.4,190
grassNum,3991.0,191
grassEn,212.5,191
grassRe,127.6,191
grassFa,5.1,191
KDFwolfNum,74.0,191
KDFwolfEn,203.0,191
KDFwolfRe,546.1,191
KDFwolfFa,5.3,191
008rabbitNum,51.0,191
008rabbitEn,73.7,191
008rabbitRe,57.8,191
008rabbitFa,7.6,191
KDFrabbitNum,12.0,191
KDFrabbitEn,375.7,191
KDFrabbitRe,353.0,191
KDFrabbitFa,6.4,191
008wolfNum,171.0,191
008wolfEn,666.0,191
008wolfRe,1046.9,191
008wolfFa,5.5,191
2UDrabbitNum,249.0,191
2UDrabbitEn,75.4,191
2UDrabbitRe,69.4,191
2UDrabbitFa,8.3,191
2UDwolfNum,64.0,191
2UDwolfEn,1553.2,191
2UDwolfRe,2252.3,191
2UDwolfFa,5.4,191
grassNum,4030.0,192
grassEn,211.6,192
grassRe,127.6,192
grassFa,5.2,192
KDFwolfNum,72.0,192
KDFwolfEn,214.3,192
KDFwolfRe,545.9,192
KDFwolfFa,5.3,192
008rabbitNum,53.0,192
008rabbitEn,70.9,192
008rabbitRe,58.2,192
008rabbitFa,7.7,192
KDFrabbitNum,12.0,192
KDFrabbitEn,374.7,192
KDFrabbitRe,351.4,192
KDFrabbitFa,6.1,192
008wolfNum,174.0,192
008wolfEn,660.6,192
008wolfRe,1046.9,192
008wolfFa,5.5,192
2UDrabbitNum,267.0,192
2UDrabbitEn,71.3,192
2UDrabbitRe,69.7,192
2UDrabbitFa,8.3,192
2UDwolfNum,64.0,192
2UDwolfEn,1557.4,192
2UDwolfRe,2252.3,192
2UDwolfFa,5.4,192
grassNum,4054.0,193
grassEn,212.0,193
grassRe,127.5,193
grassFa,5.2,193
KDFwolfNum,73.0,193
KDFwolfEn,218.4,193
KDFwolfRe,545.9,193
KDFwolfFa,5.3,193
008rabbitNum,51.0,193
008rabbitEn,66.9,193
008rabbitRe,58.6,193
008rabbitFa,7.8,193
KDFrabbitNum,13.0,193
KDFrabbitEn,340.0,193
KDFrabbitRe,351.8,193
KDFrabbitFa,6.1,193
008wolfNum,175.0,193
008wolfEn,657.2,193
008wolfRe,1046.8,193
008wolfFa,5.5,193
2UDrabbitNum,240.0,193
2UDrabbitEn,69.6,193
2UDrabbitRe,69.5,193
2UDrabbitFa,8.8,193
2UDwolfNum,64.0,193
2UDwolfEn,1575.2,193
2UDwolfRe,2252.3,193
2UDwolfFa,5.4,193
grassNum,4103.0,194
grassEn,211.4,194
grassRe,127.5,194
grassFa,5.2,194
KDFwolfNum,73.0,194
KDFwolfEn,225.1,194
KDFwolfRe,545.9,194
KDFwolfFa,5.3,194
008rabbitNum,49.0,194
008rabbitEn,71.6,194
008rabbitRe,58.6,194
008rabbitFa,7.8,194
KDFrabbitNum,13.0,194
KDFrabbitEn,340.6,194
KDFrabbitRe,351.8,194
KDFrabbitFa,6.1,194
008wolfNum,175.0,194
008wolfEn,655.2,194
008wolfRe,1046.8,194
008wolfFa,5.5,194
2UDrabbitNum,233.0,194
2UDrabbitEn,70.9,194
2UDrabbitRe,69.2,194
2UDrabbitFa,9.1,194
2UDwolfNum,66.0,194
2UDwolfEn,1557.1,194
2UDwolfRe,2252.3,194
2UDwolfFa,5.4,194
grassNum,4151.0,195
grassEn,210.8,195
grassRe,127.5,195
grassFa,5.2,195
KDFwolfNum,72.0,195
KDFwolfEn,229.6,195
KDFwolfRe,546.0,195
KDFwolfFa,5.3,195
008rabbitNum,46.0,195
008rabbitEn,79.1,195
008rabbitRe,58.7,195
008rabbitFa,8.1,195
KDFrabbitNum,12.0,195
KDFrabbitEn,374.8,195
KDFrabbitRe,353.4,195
KDFrabbitFa,6.2,195
008wolfNum,175.0,195
008wolfEn,652.7,195
008wolfRe,1046.8,195
008wolfFa,5.5,195
2UDrabbitNum,211.0,195
2UDrabbitEn,80.2,195
2UDrabbitRe,68.9,195
2UDrabbitFa,9.3,195
2UDwolfNum,66.0,195
2UDwolfEn,1559.7,195
2UDwolfRe,2252.3,195
2UDwolfFa,5.4,195
grassNum,4184.0,196
grassEn,211.0,196
grassRe,127.3,196
grassFa,5.2,196
KDFwolfNum,72.0,196
KDFwolfEn,237.3,196
KDFwolfRe,546.0,196
KDFwolfFa,5.3,196
008rabbitNum,40.0,196
008rabbitEn,97.9,196
008rabbitRe,58.8,196
008rabbitFa,8.4,196
KDFrabbitNum,11.0,196
KDFrabbitEn,425.4,196
KDFrabbitRe,353.0,196
KDFrabbitFa,6.2,196
008wolfNum,177.0,196
008wolfEn,649.1,196
008wolfRe,1046.8,196
008wolfFa,5.5,196
2UDrabbitNum,201.0,196
2UDrabbitEn,77.7,196
2UDrabbitRe,68.8,196
2UDrabbitFa,9.5,196
2UDwolfNum,66.0,196
2UDwolfEn,1562.8,196
2UDwolfRe,2252.3,196
2UDwolfFa,5.4,196
grassNum,4245.0,197
grassEn,210.3,197
grassRe,127.4,197
grassFa,5.2,197
KDFwolfNum,73.0,197
KDFwolfEn,233.0,197
KDFwolfRe,545.9,197
KDFwolfFa,5.3,197
008rabbitNum,40.0,197
008rabbitEn,101.9,197
008rabbitRe,59.4,197
008rabbitFa,8.5,197
KDFrabbitNum,11.0,197
KDFrabbitEn,330.0,197
KDFrabbitRe,352.5,197
KDFrabbitFa,6.2,197
008wolfNum,179.0,197
008wolfEn,644.9,197
008wolfRe,1046.8,197
008wolfFa,5.5,197
2UDrabbitNum,203.0,197
2UDrabbitEn,73.1,197
2UDrabbitRe,68.9,197
2UDrabbitFa,9.2,197
2UDwolfNum,67.0,197
2UDwolfEn,1555.9,197
2UDwolfRe,2252.3,197
2UDwolfFa,5.4,197
grassNum,4307.0,198
grassEn,209.9,198
grassRe,127.4,198
grassFa,5.3,198
KDFwolfNum,74.0,198
KDFwolfEn,227.6,198
KDFwolfRe,545.9,198
KDFwolfFa,5.3,198
008rabbitNum,44.0,198
008rabbitEn,84.7,198
008rabbitRe,59.7,198
008rabbitFa,8.6,198
KDFrabbitNum,12.0,198
KDFrabbitEn,301.0,198
KDFrabbitRe,352.4,198
KDFrabbitFa,6.5,198
008wolfNum,180.0,198
008wolfEn,641.1,198
008wolfRe,1046.8,198
008wolfFa,5.5,198
2UDrabbitNum,210.0,198
2UDrabbitEn,73.1,198
2UDrabbitRe,69.3,198
2UDrabbitFa,9.1,198
2UDwolfNum,67.0,198
2UDwolfEn,1559.5,198
2UDwolfRe,2252.3,198
2UDwolfFa,5.4,198
grassNum,4342.0,199
grassEn,210.8,199
grassRe,127.3,199
grassFa,5.3,199
KDFwolfNum,75.0,199
KDFwolfEn,224.0,199
KDFwolfRe,545.9,199
KDFwolfFa,5.3,199
008rabbitNum,54.0,199
008rabbitEn,67.4,199
008rabbitRe,60.1,199
008rabbitFa,8.6,199
KDFrabbitNum,12.0,199
KDFrabbitEn,305.6,199
KDFrabbitRe,352.4,199
KDFrabbitFa,6.5,199
008wolfNum,180.0,199
008wolfEn,639.0,199
008wolfRe,1046.8,199
008wolfFa,5.5,199
2UDrabbitNum,214.0,199
2UDrabbitEn,68.0,199
2UDrabbitRe,69.6,199
2UDrabbitFa,8.9,199
2UDwolfNum,67.0,199
2UDwolfEn,1561.8,199
2UDwolfRe,2252.3,199
2UDwolfFa,5.4,199
grassNum,4397.0,200
grassEn,210.8,200
grassRe,127.4,200
grassFa,5.3,200
KDFwolfNum,74.0,200
KDFwolfEn,230.4,200
KDFwolfRe,545.7,200
KDFwolfFa,5.3,200
008rabbitNum,67.0,200
008rabbitEn,62.1,200
008rabbitRe,59.8,200
008rabbitFa,8.6,200
KDFrabbitNum,12.0,200
KDFrabbitEn,322.2,200
KDFrabbitRe,352.4,200
KDFrabbitFa,6.5,200
008wolfNum,181.0,200
008wolfEn,634.1,200
008wolfRe,1046.8,200
008wolfFa,5.5,200
2UDrabbitNum,181.0,200
2UDrabbitEn,70.7,200
2UDrabbitRe,69.5,200
2UDrabbitFa,9.2,200
2UDwolfNum,67.0,200
2UDwolfEn,1573.2,200
2UDwolfRe,2252.3,200
2UDwolfFa,5.4,200
grassNum,4463.0,201
grassEn,210.5,201
grassRe,127.4,201
grassFa,5.3,201
KDFwolfNum,75.0,201
KDFwolfEn,227.4,201
KDFwolfRe,545.7,201
KDFwolfFa,5.3,201
008rabbitNum,72.0,201
008rabbitEn,66.2,201
008rabbitRe,59.8,201
008rabbitFa,8.4,201
KDFrabbitNum,13.0,201
KDFrabbitEn,294.5,201
KDFrabbitRe,350.8,201
KDFrabbitFa,6.4,201
008wolfNum,182.0,201
008wolfEn,630.1,201
008wolfRe,1046.8,201
008wolfFa,5.5,201
2UDrabbitNum,165.0,201
2UDrabbitEn,73.2,201
2UDrabbitRe,69.6,201
2UDrabbitFa,9.4,201
2UDwolfNum,68.0,201
2UDwolfEn,1562.8,201
2UDwolfRe,2252.3,201
2UDwolfFa,5.4,201
grassNum,4516.0,202
grassEn,210.8,202
grassRe,127.4,202
grassFa,5.3,202
KDFwolfNum,74.0,202
KDFwolfEn,229.9,202
KDFwolfRe,545.5,202
KDFwolfFa,5.3,202
008rabbitNum,79.0,202
008rabbitEn,62.7,202
008rabbitRe,59.8,202
008rabbitFa,8.5,202
KDFrabbitNum,13.0,202
KDFrabbitEn,305.2,202
KDFrabbitRe,350.8,202
KDFrabbitFa,6.4,202
008wolfNum,182.0,202
008wolfEn,629.0,202
008wolfRe,1046.8,202
008wolfFa,5.5,202
2UDrabbitNum,149.0,202
2UDrabbitEn,76.6,202
2UDrabbitRe,69.7,202
2UDrabbitFa,9.7,202
2UDwolfNum,68.0,202
2UDwolfEn,1565.2,202
2UDwolfRe,2252.3,202
2UDwolfFa,5.4,202
grassNum,4584.0,203
grassEn,210.6,203
grassRe,127.4,203
grassFa,5.3,203
KDFwolfNum,74.0,203
KDFwolfEn,226.9,203
KDFwolfRe,545.5,203
KDFwolfFa,5.3,203
008rabbitNum,80.0,203
008rabbitEn,63.8,203
008rabbitRe,59.6,203
008rabbitFa,8.4,203
KDFrabbitNum,13.0,203
KDFrabbitEn,294.3,203
KDFrabbitRe,352.7,203
KDFrabbitFa,6.5,203
008wolfNum,182.0,203
008wolfEn,625.8,203
008wolfRe,1046.8,203
008wolfFa,5.5,203
2UDrabbitNum,145.0,203
2UDrabbitEn,82.2,203
2UDrabbitRe,69.9,203
2UDrabbitFa,9.6,203
2UDwolfNum,69.0,203
2UDwolfEn,1559.7,203
2UDwolfRe,2252.3,203
2UDwolfFa,5.4,203
grassNum,4622.0,204
grassEn,211.8,204
grassRe,127.4,204
grassFa,5.3,204
KDFwolfNum,75.0,204
KDFwolfEn,220.0,204
KDFwolfRe,545.5,204
KDFwolfFa,5.3,204
008rabbitNum,89.0,204
008rabbitEn,60.1,204
008rabbitRe,59.7,204
008rabbitFa,8.4,204
KDFrabbitNum,13.0,204
KDFrabbitEn,300.5,204
KDFrabbitRe,352.7,204
KDFrabbitFa,6.5,204
008wolfNum,183.0,204
008wolfEn,622.2,204
008wolfRe,1046.8,204
008wolfFa,5.5,204
2UDrabbitNum,133.0,204
2UDrabbitEn,83.6,204
2UDrabbitRe,69.8,204
2UDrabbitFa,9.6,204
2UDwolfNum,70.0,204
2UDwolfEn,1553.3,204
2UDwolfRe,2252.4,204
2UDwolfFa,5.4,204
grassNum,4665.0,205
grassEn,212.5,205
grassRe,127.4,205
grassFa,5.4,205
KDFwolfNum,75.0,205
KDFwolfEn,216.9,205
KDFwolfRe,545.5,205
KDFwolfFa,5.3,205
008rabbitNum,98.0,205
008rabbitEn,55.4,205
008rabbitRe,59.7,205
008rabbitFa,8.4,205
KDFrabbitNum,14.0,205
KDFrabbitEn,264.8,205
KDFrabbitRe,353.0,205
KDFrabbitFa,6.4,205
008wolfNum,183.0,205
008wolfEn,619.1,205
008wolfRe,1046.8,205
008wolfFa,5.5,205
2UDrabbitNum,132.0,205
2UDrabbitEn,82.7,205
2UDrabbitRe,69.6,205
2UDrabbitFa,9.8,205
2UDwolfNum,71.0,205
2UDwolfEn,1546.6,205
2UDwolfRe,2252.4,205
2UDwolfFa,5.4,205
grassNum,4725.0,206
grassEn,212.6,206
grassRe,127.5,206
grassFa,5.4,206
KDFwolfNum,73.0,206
KDFwolfEn,220.1,206
KDFwolfRe,545.3,206
KDFwolfFa,5.4,206
008rabbitNum,106.0,206
008rabbitEn,57.2,206
008rabbitRe,59.5,206
008rabbitFa,8.5,206
KDFrabbitNum,14.0,206
KDFrabbitEn,263.6,206
KDFrabbitRe,353.0,206
KDFrabbitFa,6.4,206
008wolfNum,183.0,206
008wolfEn,614.8,206
008wolfRe,1046.8,206
008wolfFa,5.5,206
2UDrabbitNum,120.0,206
2UDrabbitEn,90.8,206
2UDrabbitRe,69.4,206
2UDrabbitFa,10.3,206
2UDwolfNum,71.0,206
2UDwolfEn,1547.4,206
2UDwolfRe,2252.4,206
2UDwolfFa,5.4,206
grassNum,4776.0,207
grassEn,213.1,207
grassRe,127.4,207
grassFa,5.4,207
KDFwolfNum,72.0,207
KDFwolfEn,218.5,207
KDFwolfRe,545.1,207
KDFwolfFa,5.4,207
008rabbitNum,114.0,207
008rabbitEn,51.5,207
008rabbitRe,59.3,207
008rabbitFa,8.5,207
KDFrabbitNum,14.0,207
KDFrabbitEn,262.7,207
KDFrabbitRe,353.0,207
KDFrabbitFa,6.4,207
008wolfNum,184.0,207
008wolfEn,610.0,207
008wolfRe,1046.8,207
008wolfFa,5.5,207
2UDrabbitNum,119.0,207
2UDrabbitEn,89.4,207
2UDrabbitRe,69.1,207
2UDrabbitFa,10.9,207
